,delay[s]
85551,0.088
85552,0.083
85553,0.065
85554,0.082
85555,0.301
85556,0.353
85557,0.125
85558,0.21
85559,0.165
85560,0.006
85561,0.137
85562,0.096
85563,0.054
85564,0.081
85565,0.098
85566,0.065
85567,0.254
85568,0.122
85569,0.154
85570,0.254
85571,0.077
85572,0.147
85573,0.291
85574,0.157
85575,0.426
85576,0.376
85577,0.058
85578,0.109
85579,0.366
85580,0.215
85581,0.126
85582,0.163
85583,0.203
85584,0.148
85585,0.017
85586,0.115
85587,0.146
85588,0.157
85589,0.072
85590,0.503
85591,0.27
85592,0.1
85593,0.133
85594,0.39
85595,0.166
85596,0.191
85597,0.135
85598,0.1
85599,0.306
85600,0.295
85601,0.208
85602,0.234
85603,0.099
85604,0.128
85605,0.335
85606,0.095
85607,0.177
85608,0.214
85609,0.127
85610,0.08
85611,0.234
85612,0.076
85613,0.028
85614,0.211
85615,0.247
85616,0.095
85617,0.135
85618,0.156
85619,0.094
85620,0.109
85621,0.224
85622,0.09
85623,0.446
85624,0.117
85625,0.113
85626,0.433
85627,0.015
85628,0.169
85629,0.035
85630,0.627
85631,0.302
85632,0.034
85633,0.121
85634,0.113
85635,0.177
85636,0.151
85637,0.077
85638,0.207
85639,0.096
85640,0.262
85641,0.101
85642,0.15
85643,0.038
85644,0.298
85645,0.196
85646,0.083
85647,0.133
85648,0.252
85649,0.193
85650,0.26
85651,0.323
85652,0.29
85653,0.296
85654,0.196
85655,0.074
85656,0.329
85657,0.097
85658,0.199
85659,0.457
85660,0.238
85661,0.184
85662,0.93
85663,0.111
85664,0.293
85665,0.131
85666,0.033
85667,0.307
85668,0.009
85669,0.093
85670,0.148
85671,0.158
85672,0.125
85673,0.255
85674,0.166
85675,0.144
85676,0.103
85677,0.207
85678,0.143
85679,0.299
85680,0.1
85681,0.126
85682,0.188
85683,0.043
85684,0.102
85685,0.468
85686,0.006
85687,0.042
85688,0.406
85689,0.258
85690,0.038
85691,0.245
85692,0.096
85693,0.342
85694,0.144
85695,0.039
85696,0.105
85697,0.252
85698,0.218
85699,0.152
85700,0.213
85701,0.149
85702,0.173
85703,0.087
85704,0.153
85705,0.07
85706,0.15
85707,0.019
85708,0.038
85709,0.392
85710,0.13
85711,0.06
85712,0.224
85713,0.197
85714,0.225
85715,0.306
85716,0.401
85717,0.227
85718,0.191
85719,0.41
85720,0.336
85721,0.597
85722,0.256
85723,0.098
85724,0.071
85725,0.202
85726,0.083
85727,0.141
85728,0.065
85729,0.069
85730,0.237
85731,0.433
85732,0.206
85733,0.149
85734,0.16
85735,0.252
85736,0.067
85737,0.11
85738,0.229
85739,0.093
85740,0.286
85741,0.107
85742,0.163
85743,0.024
85744,0.026
85745,0.134
85746,0.149
85747,0.176
85748,0.126
85749,0.137
85750,0.101
85751,0.601
85752,0.201
85753,0.272
85754,0.052
85755,0.576
85756,0.1
85757,0.203
85758,0.506
85759,0.093
85760,0.166
85761,0.154
85762,0.251
85763,0.115
85764,0.159
85765,0.387
85766,0.348
85767,0.143
85768,0.207
85769,0.168
85770,0.074
85771,0.177
85772,0.191
85773,0.027
85774,0.231
85775,0.137
85776,0.115
85777,0.395
85778,0.042
85779,0.076
85780,0.183
85781,0.134
85782,0.053
85783,0.128
85784,0.108
85785,0.27
85786,0.233
85787,0.095
85788,0.294
85789,0.074
85790,0.403
85791,0.121
85792,0.239
85793,0.159
85794,0.226
85795,0.042
85796,0.194
85797,0.176
85798,0.018
85799,0.133
85800,0.323
85801,0.059
85802,0.337
85803,0.211
85804,0.066
85805,0.383
85806,0.174
85807,0.43
85808,0.327
85809,0.033
85810,0.111
85811,0.169
85812,0.201
85813,0.124
85814,0.313
85815,0.182
85816,0.068
85817,0.211
85818,0.369
85819,0.017
85820,0.14
85821,0.078
85822,0.039
85823,0.177
85824,0.316
85825,0.253
85826,0.049
85827,0.05
85828,0.089
85829,0.237
85830,0.121
85831,0.096
85832,0.139
85833,0.062
85834,0.182
85835,0.276
85836,0.073
85837,0.079
85838,0.187
85839,0.022
85840,0.085
85841,0.082
85842,0.109
85843,0.088
85844,0.187
85845,0.359
85846,0.045
85847,0.075
85848,0.044
85849,0.276
85850,0.213
85851,0.053
85852,0.176
85853,0.089
85854,0.159
85855,0.116
85856,0.378
85857,0.166
85858,0.079
85859,0.047
85860,0.08
85861,0.196
85862,0.233
85863,0.195
85864,0.153
85865,0.047
85866,0.095
85867,0.237
85868,0.086
85869,0.767
85870,0.192
85871,0.128
85872,0.341
85873,0.043
85874,0.056
85875,0.126
85876,0.038
85877,0.059
85878,0.296
85879,0.146
85880,0.345
85881,0.202
85882,0.183
85883,0.235
85884,0.179
85885,0.26
85886,0.297
85887,0.146
85888,0.026
85889,0.023
85890,0.088
85891,0.403
85892,0.213
85893,0.065
85894,0.208
85895,0.192
85896,0.344
85897,0.07
85898,0.279
85899,0.338
85900,0.06
85901,0.514
85902,0.464
85903,0.107
85904,0.127
85905,0.184
85906,0.076
85907,0.108
85908,0.406
85909,0.188
85910,0.098
85911,0.199
85912,0.077
85913,0.135
85914,0.033
85915,0.042
85916,0.169
85917,0.036
85918,0.203
85919,0.066
85920,0.116
85921,0.144
85922,0.112
85923,0.23
85924,0.327
85925,0.149
85926,0.19
85927,0.256
85928,0.222
85929,0.1
85930,0.182
85931,0.253
85932,0.076
85933,0.224
85934,0.056
85935,0.076
85936,0.486
85937,0.084
85938,0.155
85939,0.078
85940,0.175
85941,0.124
85942,0.095
85943,0.239
85944,0.261
85945,0.505
85946,0.047
85947,0.246
85948,0.072
85949,0.134
85950,0.2
85951,0.051
85952,0.103
85953,0.144
85954,0.23
85955,0.369
85956,0.136
85957,0.022
85958,0.381
85959,0.103
85960,0.08
85961,0.047
85962,0.457
85963,0.55
85964,0.215
85965,0.422
85966,0.123
85967,0.454
85968,0.151
85969,0.076
85970,0.073
85971,0.168
85972,0.124
85973,0.087
85974,0.275
85975,0.047
85976,0.076
85977,0.192
85978,0.344
85979,0.126
85980,0.167
85981,0.318
85982,0.308
85983,0.12
85984,0.341
85985,0.158
85986,0.113
85987,0.224
85988,0.039
85989,0.045
85990,0.145
85991,0.17
85992,0.152
85993,0.053
85994,0.135
85995,0.435
85996,0.132
85997,0.03
85998,0.278
85999,0.063
86000,0.138
86001,0.202
86002,0.093
86003,0.197
86004,0.259
86005,0.264
86006,0.096
86007,0.152
86008,0.146
86009,0.138
86010,0.118
86011,0.153
86012,0.081
86013,0.133
86014,0.09
86015,0.068
86016,0.223
86017,0.087
86018,0.138
86019,0.563
86020,0.506
86021,0.103
86022,0.083
86023,0.188
86024,0.067
86025,0.464
86026,0.035
86027,0.012
86028,0.311
86029,0.411
86030,0.028
86031,0.052
86032,0.099
86033,0.115
86034,0.167
86035,0.251
86036,0.074
86037,0.136
86038,0.156
86039,0.364
86040,0.118
86041,0.065
86042,0.145
86043,0.118
86044,0.297
86045,0.386
86046,0.167
86047,0.22
86048,0.124
86049,0.115
86050,0.02
86051,0.199
86052,0.043
86053,0.085
86054,0.305
86055,0.046
86056,0.047
86057,0.075
86058,0.097
86059,0.025
86060,0.248
86061,0.08
86062,0.16
86063,0.209
86064,0.064
86065,0.195
86066,0.278
86067,0.052
86068,0.056
86069,0.129
86070,0.09
86071,0.085
86072,0.313
86073,0.023
86074,0.096
86075,0.107
86076,0.095
86077,0.527
86078,0.13
86079,0.123
86080,0.114
86081,0.134
86082,0.151
86083,0.063
86084,0.24
86085,0.183
86086,0.654
86087,0.328
86088,0.756
86089,0.114
86090,0.083
86091,0.188
86092,0.072
86093,0.228
86094,0.163
86095,0.162
86096,0.109
86097,0.062
86098,0.098
86099,0.143
86100,0.147
86101,0.295
86102,0.255
86103,0.092
86104,0.404
86105,0.142
86106,0.161
86107,0.465
86108,0.077
86109,0.151
86110,0.068
86111,0.33
86112,0.294
86113,0.103
86114,0.13
86115,0.366
86116,0.181
86117,0.161
86118,0.439
86119,0.203
86120,0.067
86121,0.07
86122,0.269
86123,0.145
86124,0.211
86125,0.378
86126,0.199
86127,0.173
86128,0.134
86129,0.07
86130,0.095
86131,0.375
86132,0.504
86133,0.305
86134,0.048
86135,0.091
86136,0.203
86137,0.197
86138,0.177
86139,0.214
86140,0.042
86141,0.359
86142,0.323
86143,0.132
86144,0.086
86145,0.231
86146,0.227
86147,0.107
86148,0.158
86149,0.655
86150,0.114
86151,0.109
86152,0.741
86153,0.2
86154,0.115
86155,0.123
86156,0.189
86157,0.087
86158,0.123
86159,0.076
86160,0.092
86161,0.07
86162,0.275
86163,0.232
86164,0.209
86165,0.409
86166,0.077
86167,0.133
86168,0.144
86169,0.461
86170,0.156
86171,0.246
86172,0.132
86173,0.174
86174,0.032
86175,0.141
86176,0.182
86177,0.389
86178,0.138
86179,0.118
86180,0.063
86181,0.072
86182,0.137
86183,0.165
86184,0.178
86185,0.03
86186,0.464
86187,0.04
86188,0.163
86189,0.021
86190,0.284
86191,0.037
86192,0.089
86193,0.319
86194,0.261
86195,0.184
86196,0.213
86197,0.125
86198,0.067
86199,0.489
86200,0.073
86201,0.525
86202,0.447
86203,0.101
86204,0.002
86205,0.118
86206,0.094
86207,0.128
86208,0.088
86209,0.26
86210,0.132
86211,0.118
86212,0.141
86213,0.151
86214,0.089
86215,0.182
86216,0.201
86217,0.366
86218,0.195
86219,0.073
86220,0.252
86221,0.143
86222,0.218
86223,0.423
86224,0.145
86225,0.13
86226,0.191
86227,0.202
86228,0.035
86229,0.488
86230,0.233
86231,0.17
86232,0.047
86233,0.114
86234,0.109
86235,0.117
86236,0.442
86237,0.104
86238,0.094
86239,0.256
86240,0.316
86241,0.442
86242,0.035
86243,0.117
86244,0.109
86245,0.153
86246,0.03
86247,0.114
86248,0.228
86249,0.217
86250,0.216
86251,0.203
86252,0.553
86253,0.148
86254,0.084
86255,0.021
86256,0.186
86257,0.216
86258,0.285
86259,0.1
86260,0.136
86261,0.106
86262,0.301
86263,0.178
86264,0.059
86265,0.214
86266,0.247
86267,0.192
86268,0.084
86269,0.249
86270,0.115
86271,0.037
86272,0.04
86273,0.146
86274,0.085
86275,0.072
86276,0.105
86277,0.112
86278,0.035
86279,0.099
86280,0.13
86281,0.343
86282,0.128
86283,0.392
86284,0.165
86285,0.075
86286,0.088
86287,0.149
86288,0.12
86289,0.049
86290,0.264
86291,0.075
86292,0.502
86293,0.262
86294,0.175
86295,0.098
86296,0.26
86297,0.071
86298,0.037
86299,0.376
86300,0.168
86301,0.176
86302,0.178
86303,0.345
86304,0.552
86305,0.162
86306,0.087
86307,0.11
86308,0.138
86309,0.088
86310,0.129
86311,0.295
86312,0.088
86313,0.104
86314,0.113
86315,0.111
86316,0.419
86317,0.167
86318,0.083
86319,0.315
86320,0.099
86321,0.1
86322,0.01
86323,0.23
86324,0.224
86325,0.327
86326,0.141
86327,0.117
86328,0.123
86329,0.349
86330,0.128
86331,0.082
86332,0.156
86333,0.133
86334,0.415
86335,0.184
86336,0.408
86337,0.039
86338,0.057
86339,0.327
86340,0.118
86341,0.289
86342,0.292
86343,0.19
86344,0.117
86345,0.129
86346,0.292
86347,0.248
86348,0.631
86349,0.382
86350,0.125
86351,0.18
86352,0.019
86353,0.109
86354,0.214
86355,0.215
86356,0.157
86357,0.15
86358,0.247
86359,0.05
86360,0.507
86361,0.054
86362,0.106
86363,0.118
86364,0.161
86365,0.244
86366,0.164
86367,0.15
86368,0.07
86369,0.128
86370,0.331
86371,0.151
86372,0.35
86373,0.564
86374,0.039
86375,0.137
86376,0.32
86377,0.047
86378,0.226
86379,0.166
86380,0.129
86381,0.307
86382,0.199
86383,0.172
86384,0.134
86385,0.016
86386,0.068
86387,0.086
86388,0.064
86389,0.138
86390,0.05
86391,0.276
86392,0.035
86393,0.088
86394,0.219
86395,0.379
86396,0.132
86397,0.291
86398,0.08
86399,0.364
86400,0.089
86401,0.212
86402,0.383
86403,0.102
86404,0.219
86405,0.101
86406,0.246
86407,0.138
86408,0.146
86409,0.192
86410,0.102
86411,0.033
86412,0.085
86413,0.091
86414,0.23
86415,0.235
86416,0.06
86417,0.114
86418,0.003
86419,0.29
86420,0.675
86421,0.122
86422,0.407
86423,0.153
86424,0.115
86425,0.188
86426,0.196
86427,0.124
86428,0.158
86429,0.089
86430,0.183
86431,0.277
86432,0.138
86433,0.075
86434,0.542
86435,0.155
86436,0.055
86437,0.127
86438,0.486
86439,0.042
86440,0.041
86441,0.296
86442,0.147
86443,0.189
86444,0.117
86445,0.232
86446,0.284
86447,0.401
86448,0.112
86449,0.272
86450,0.087
86451,0.07
86452,0.102
86453,0.251
86454,0.344
86455,0.043
86456,0.108
86457,0.154
86458,0.22
86459,0.208
86460,0.08
86461,0.1
86462,0.262
86463,0.149
86464,0.087
86465,0.042
86466,0.076
86467,0.146
86468,0.242
86469,0.544
86470,0.533
86471,0.361
86472,0.11
86473,0.056
86474,0.084
86475,0.139
86476,0.052
86477,0.111
86478,0.366
86479,0.047
86480,0.286
86481,0.123
86482,0.095
86483,0.384
86484,0.012
86485,0.092
86486,0.193
86487,0.11
86488,0.132
86489,0.121
86490,0.557
86491,0.128
86492,0.025
86493,0.15
86494,0.171
86495,0.118
86496,0.072
86497,0.077
86498,0.122
86499,0.488
86500,0.177
86501,0.121
86502,0.017
86503,0.115
86504,0.378
86505,0.188
86506,0.309
86507,0.046
86508,0.153
86509,0.568
86510,0.16
86511,0.213
86512,0.095
86513,0.041
86514,0.112
86515,0.381
86516,0.114
86517,0.086
86518,0.416
86519,0.142
86520,0.149
86521,0.075
86522,0.182
86523,0.04
86524,0.353
86525,0.084
86526,0.456
86527,0.087
86528,0.103
86529,0.067
86530,0.144
86531,0.174
86532,0.131
86533,0.046
86534,0.087
86535,0.089
86536,0.127
86537,0.109
86538,0.109
86539,0.167
86540,0.412
86541,0.05
86542,0.096
86543,0.351
86544,0.198
86545,0.091
86546,0.063
86547,0.007
86548,0.349
86549,0.082
86550,0.052
86551,0.093
86552,0.254
86553,0.21
86554,0.425
86555,0.281
86556,0.941
86557,0.042
86558,0.113
86559,0.075
86560,0.09
86561,0.118
86562,0.161
86563,0.06
86564,0.101
86565,0.368
86566,0.288
86567,0.076
86568,0.252
86569,0.135
86570,0.023
86571,0.138
86572,0.118
86573,0.197
86574,0.123
86575,0.1
86576,0.083
86577,0.328
86578,0.158
86579,0.022
86580,0.134
86581,0.223
86582,0.231
86583,0.12
86584,0.133
86585,0.156
86586,0.199
86587,0.305
86588,0.087
86589,0.173
86590,0.118
86591,0.109
86592,0.101
86593,0.077
86594,0.188
86595,0.261
86596,0.073
86597,0.242
86598,0.133
86599,0.113
86600,0.15
86601,0.052
86602,0.068
86603,0.169
86604,0.151
86605,0.31
86606,0.247
86607,0.14
86608,0.194
86609,0.039
86610,0.159
86611,0.301
86612,0.078
86613,0.369
86614,0.256
86615,0.05
86616,0.09
86617,0.027
86618,0.05
86619,0.298
86620,0.003
86621,0.553
86622,0.235
86623,0.519
86624,0.052
86625,0.089
86626,0.187
86627,0.204
86628,0.077
86629,0.131
86630,0.055
86631,0.174
86632,0.205
86633,0.089
86634,0.251
86635,0.13
86636,0.009
86637,0.338
86638,0.13
86639,0.23
86640,0.065
86641,0.168
86642,0.009
86643,0.215
86644,0.219
86645,0.166
86646,0.078
86647,0.037
86648,0.165
86649,0.059
86650,0.138
86651,0.274
86652,0.085
86653,0.305
86654,0.346
86655,0.018
86656,0.503
86657,0.099
86658,0.083
86659,0.166
86660,0.1
86661,0.16
86662,0.335
86663,0.41
86664,0.064
86665,0.206
86666,0.077
86667,0.129
86668,0.054
86669,0.306
86670,0.387
86671,0.031
86672,0.153
86673,0.043
86674,0.17
86675,0.136
86676,0.074
86677,0.108
86678,0.036
86679,0.144
86680,0.033
86681,0.1
86682,0.029
86683,0.214
86684,0.235
86685,0.458
86686,0.179
86687,0.453
86688,0.216
86689,0.239
86690,0.333
86691,0.398
86692,0.434
86693,0.438
86694,0.181
86695,0.066
86696,0.153
86697,0.115
86698,0.067
86699,0.477
86700,0.318
86701,0.038
86702,0.024
86703,0.23
86704,0.092
86705,0.195
86706,0.06
86707,0.096
86708,0.087
86709,0.136
86710,0.197
86711,0.344
86712,0.116
86713,0.443
86714,0.279
86715,0.171
86716,0.098
86717,0.179
86718,0.167
86719,0.132
86720,0.109
86721,0.047
86722,0.09
86723,0.085
86724,0.087
86725,0.151
86726,0.579
86727,0.084
86728,0.162
86729,0.197
86730,0.312
86731,0.004
86732,0.044
86733,0.105
86734,0.157
86735,0.135
86736,0.141
86737,0.143
86738,0.088
86739,0.133
86740,0.235
86741,0.094
86742,0.09
86743,0.064
86744,0.102
86745,0.254
86746,0.01
86747,0.133
86748,0.218
86749,0.48
86750,0.13
86751,0.191
86752,0.037
86753,0.113
86754,0.115
86755,0.134
86756,0.3
86757,0.063
86758,0.115
86759,0.074
86760,0.135
86761,0.151
86762,0.144
86763,0.067
86764,0.036
86765,0.292
86766,0.219
86767,0.172
86768,0.095
86769,0.544
86770,0.211
86771,0.225
86772,0.041
86773,0.287
86774,0.063
86775,0.171
86776,0.346
86777,0.1
86778,0.216
86779,0.083
86780,0.044
86781,0.037
86782,0.083
86783,0.071
86784,0.123
86785,0.177
86786,0.298
86787,0.087
86788,0.064
86789,0.438
86790,0.204
86791,0.169
86792,0.106
86793,0.21
86794,0.125
86795,0.082
86796,0.099
86797,0.215
86798,0.124
86799,0.042
86800,0.06
86801,0.014
86802,0.121
86803,0.131
86804,0.028
86805,0.112
86806,0.308
86807,0.351
86808,0.032
86809,0.109
86810,0.162
86811,0.237
86812,0.162
86813,0.025
86814,0.056
86815,0.12
86816,0.165
86817,0.25
86818,0.191
86819,0.302
86820,0.147
86821,0.151
86822,0.028
86823,0.087
86824,0.12
86825,0.079
86826,0.087
86827,0.061
86828,0.131
86829,0.148
86830,0.446
86831,0.096
86832,0.133
86833,0.109
86834,0.12
86835,0.138
86836,0.1
86837,0.133
86838,0.062
86839,0.117
86840,0.173
86841,0.097
86842,0.053
86843,0.128
86844,0.126
86845,0.272
86846,0.053
86847,0.315
86848,0.068
86849,0.181
86850,0.325
86851,0.116
86852,0.141
86853,0.603
86854,0.274
86855,0.198
86856,0.352
86857,0.053
86858,0.154
86859,0.328
86860,0.113
86861,0.234
86862,0.146
86863,0.137
86864,0.171
86865,0.095
86866,0.31
86867,0.246
86868,0.165
86869,0.256
86870,0.226
86871,0.157
86872,0.047
86873,0.102
86874,0.137
86875,0.036
86876,0.062
86877,0.04
86878,0.058
86879,0.111
86880,0.118
86881,0.101
86882,0.181
86883,0.561
86884,0.047
86885,0.569
86886,0.276
86887,0.109
86888,0.562
86889,0.068
86890,0.078
86891,0.121
86892,0.376
86893,0.085
86894,0.02
86895,0.082
86896,0.159
86897,0.146
86898,0.227
86899,0.504
86900,0.026
86901,0.062
86902,0.117
86903,0.3
86904,0.112
86905,0.048
86906,0.047
86907,0.064
86908,0.088
86909,0.051
86910,0.147
86911,0.372
86912,0.059
86913,0.15
86914,0.185
86915,0.263
86916,0.121
86917,0.177
86918,0.171
86919,0.064
86920,0.159
86921,0.037
86922,0.133
86923,0.648
86924,0.206
86925,0.081
86926,0.413
86927,0.101
86928,0.133
86929,0.251
86930,0.128
86931,0.235
86932,0.215
86933,0.23
86934,0.116
86935,0.099
86936,0.261
86937,0.09
86938,0.15
86939,0.076
86940,0.09
86941,0.124
86942,0.143
86943,0.129
86944,0.209
86945,0.126
86946,0.088
86947,0.149
86948,0.364
86949,0.332
86950,0.227
86951,0.352
86952,0.108
86953,0.036
86954,0.392
86955,0.105
86956,0.197
86957,0.182
86958,0.091
86959,0.362
86960,0.093
86961,0.24
86962,0.161
86963,0.078
86964,0.289
86965,0.253
86966,0.097
86967,0.062
86968,0.396
86969,0.189
86970,0.285
86971,0.145
86972,0.164
86973,0.074
86974,0.129
86975,0.127
86976,0.171
86977,0.182
86978,0.095
86979,0.012
86980,0.198
86981,0.472
86982,0.061
86983,0.111
86984,0.063
86985,0.181
86986,0.127
86987,0.296
86988,0.274
86989,0.016
86990,0.029
86991,0.101
86992,0.12
86993,0.126
86994,0.041
86995,0.412
86996,0.056
86997,0.101
86998,0.131
86999,0.057
87000,0.067
87001,0.286
87002,0.19
87003,0.126
87004,0.117
87005,0.059
87006,0.027
87007,0.129
87008,0.244
87009,0.079
87010,0.193
87011,0.11
87012,0.323
87013,0.65
87014,0.383
87015,0.203
87016,0.277
87017,0.064
87018,0.146
87019,0.131
87020,0.115
87021,0.348
87022,0.154
87023,0.167
87024,0.026
87025,0.263
87026,0.178
87027,0.087
87028,0.048
87029,0.214
87030,0.225
87031,0.135
87032,0.11
87033,0.123
87034,0.057
87035,0.149
87036,0.088
87037,0.034
87038,0.036
87039,0.418
87040,0.09
87041,0.109
